A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,cls
1,19.6,0.7,2,1,13,8,1.7,0,0,0.0,0,0,220.0,5.0,0
1,22.9,1.2,2,1,11,8,0.2,0,0,0.0,1,0,120.0,809.0,0
1,27.2,0.3,2,1,10,4,0.1,0,1,1.0,1,0,272.0,108.0,0
1,38.8,1.5,2,1,6,3,0.0,0,0,0.0,0,0,76.0,0.0,0
2,32.4,2.2,3,3,9,3,0.0,0,0,0.0,0,0,120.0,0.0,0
1,23.8,0.7,2,1,13,8,0.2,0,1,1.0,1,0,240.0,4.0,0
2,18.2,2.5,2,1,2,6,1.0,0,1,2.0,1,0,160.0,587.0,0
2,40.9,0.5,3,3,10,8,0.5,0,0,0.0,1,0,130.0,0.0,0
2,19.5,9.6,2,1,1,8,0.8,0,0,0.0,0,0,80.0,350.0,0
2,28.6,3.6,2,1,1,8,0.2,0,0,0.0,1,0,100.0,0.0,0
2,35.6,0.8,2,1,9,8,1.5,0,0,0.0,1,0,231.0,0.0,0
2,34.2,2.8,2,1,7,1,2.5,0,0,0.0,1,0,232.0,200.0,0
0,33.2,2.2,3,3,3,8,3.5,0,0,0.0,1,0,200.0,141.0,0
2,31.6,0.8,3,3,1,8,3.5,0,0,0.0,1,0,320.0,0.0,0
1,52.5,7.0,2,1,1,4,3.0,0,0,0.0,0,0,0.0,0.0,0
2,36.2,0.4,3,3,13,8,0.3,0,0,0.0,1,0,309.0,2.0,0
2,37.3,2.7,2,1,3,8,0.2,0,0,0.0,1,0,0.0,501.0,0
1,20.8,8.5,2,1,2,8,0.2,0,0,0.0,0,0,0.0,351.0,0
2,24.1,9.0,2,1,1,8,0.2,0,0,0.0,1,0,0.0,0.0,0
2,25.6,0.3,2,1,9,4,3.5,0,0,0.0,1,0,340.0,0.0,0
1,35.2,3.8,2,1,6,3,0.0,0,1,6.0,0,0,0.0,200.0,0
2,48.1,3.8,2,1,7,1,1.0,0,0,0.0,0,0,100.0,2.0,0
1,15.8,7.6,2,1,11,8,0.1,0,1,1.0,1,0,0.0,160.0,0
1,22.5,0.4,2,1,7,8,0.3,0,0,0.0,1,2,144.0,0.0,0
2,21.5,11.5,2,1,7,8,0.5,1,0,0.0,1,0,100.0,68.0,0
1,23.6,0.8,2,1,11,8,0.4,0,1,1.0,1,0,200.0,11.0,0
1,21.1,5.0,3,3,6,3,0.0,0,0,0.0,0,0,0.0,0.0,0
2,25.7,3.2,2,1,2,4,2.3,0,1,1.0,1,0,416.0,21.0,0
1,38.9,1.7,2,1,1,8,0.2,0,0,0.0,0,0,0.0,390.0,0
1,15.8,0.4,2,1,2,8,1.0,0,0,0.0,0,0,120.0,18.0,0
1,28.6,3.8,2,1,2,8,0.2,0,1,1.0,1,0,40.0,154.0,0
2,22.2,9.0,2,1,1,8,0.1,0,0,0.0,0,0,0.0,0.0,0
2,29.8,3.5,2,1,2,8,0.2,0,0,0.0,0,0,216.0,0.0,0
1,23.5,1.5,2,1,13,8,0.9,0,0,0.0,1,0,160.0,0.0,0
2,32.1,4.0,3,3,3,8,1.5,0,0,0.0,1,0,120.0,0.0,0
2,31.1,1.5,3,3,13,8,0.0,0,0,0.0,0,2,160.0,0.0,0
2,31.8,0.0,3,3,10,8,0.0,0,0,0.0,0,0,0.0,0.0,0
1,21.8,11.8,2,1,2,8,0.2,0,0,0.0,1,0,180.0,0.0,0
1,17.9,0.5,2,1,2,8,1.8,0,1,1.0,1,0,80.0,5.0,0
2,30.3,0.5,2,1,4,4,0.1,0,0,0.0,1,2,252.0,0.0,0
2,51.8,2.0,3,3,6,3,1.5,0,0,0.0,0,0,120.0,1.0,0
2,47.2,5.8,2,1,13,8,5.5,0,0,0.0,0,0,465.0,150.0,0
2,25.8,12.8,2,1,3,8,0.5,0,0,0.0,0,0,0.0,2.0,0
1,50.2,0.8,2,1,1,8,0.5,0,0,0.0,1,0,240.0,117.0,0
0,29.5,2.0,3,3,5,4,2.0,0,0,0.0,0,0,256.0,17.0,0
1,37.3,2.5,2,1,7,4,0.2,0,0,0.0,0,0,260.0,246.0,0
1,41.6,1.0,2,1,1,8,0.7,0,0,0.0,0,0,240.0,237.0,0
1,30.6,10.7,2,1,11,4,0.1,0,1,12.0,1,0,129.0,3.0,0
2,19.4,7.2,2,1,10,8,0.0,0,1,1.0,0,0,100.0,1.0,0
1,17.9,10.2,2,1,6,3,0.0,0,0,0.0,0,0,0.0,50.0,0
1,20.1,1.2,2,1,2,8,0.0,0,0,0.0,0,0,0.0,0.0,0
2,19.5,0.3,2,1,9,8,0.3,0,0,0.0,0,0,280.0,364.0,0
2,27.8,1.0,3,3,4,4,3.0,0,0,0.0,0,0,176.0,537.0,0
2,17.1,3.3,2,1,7,8,0.3,0,0,0.0,1,0,140.0,2.0,0
2,36.4,0.8,3,3,4,8,0.6,0,0,0.0,0,0,240.0,3.0,0
2,40.6,3.3,2,1,10,8,3.5,0,0,0.0,1,2,400.0,0.0,0
2,21.1,10.1,3,3,5,4,1.2,0,0,0.0,0,0,260.0,0.0,0
1,22.7,0.8,2,1,2,8,2.0,0,1,2.0,1,0,200.0,394.0,0
1,25.2,13.5,3,3,6,3,2.0,0,1,1.0,1,0,200.0,1.0,0
2,17.9,0.2,2,1,1,8,0.0,0,0,0.0,0,0,280.0,750.0,0
2,35.0,3.4,2,1,2,4,8.3,0,0,0.0,1,0,0.0,0.0,0
