A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,cls
0,108.0,138.0,1,10,3,35.0,1,0,1.0,0,1,53.0,66.0,1
1,42.0,1.0,1,6,3,14.0,0,0,1.0,0,1,47.0,1.0,0
1,163.0,87.0,0,7,3,3.0,0,0,1.0,1,1,134.0,1.0,0
1,115.0,95.0,0,12,4,58.0,0,0,1.0,0,1,69.0,160.0,0
0,94.0,40.0,1,0,0,1.0,1,0,1.0,0,1,24.0,1.0,0
0,172.0,46.0,1,12,3,7.0,0,0,1.0,1,1,122.0,58.0,0
1,19.0,94.0,1,12,3,7.0,0,0,1.0,0,0,24.0,1.0,0
0,220.0,109.0,1,2,3,4.0,1,0,1.0,1,1,81.0,1.0,1
1,72.0,67.0,0,12,6,60.0,1,0,1.0,0,1,1.0,1.0,1
0,21.0,155.0,1,0,0,1.0,0,0,1.0,0,1,1.0,36.0,0
1,89.0,179.0,1,2,6,39.0,1,0,1.0,1,1,38.0,1.0,1
0,104.0,17.0,1,12,6,24.0,1,0,1.0,1,1,151.0,1.0,1
1,109.0,180.0,0,8,6,31.0,0,0,1.0,1,1,1.0,18.0,0
0,73.0,117.0,1,10,3,5.0,0,0,1.0,0,1,77.0,150.0,0
1,76.0,26.0,1,11,3,14.0,1,0,1.0,1,0,107.0,1.0,0
1,103.0,11.0,0,12,3,37.0,0,0,1.0,1,1,53.0,1.0,0
1,289.0,8.0,0,8,3,7.0,1,1,12.0,0,1,124.0,197.0,1
1,54.0,1.0,1,12,3,14.0,0,0,1.0,1,0,1.0,1.0,0
1,201.0,200.0,0,12,3,76.0,1,0,1.0,0,1,24.0,1.0,0
0,75.0,170.0,1,4,3,2.0,1,0,1.0,0,1,24.0,169.0,1
0,285.0,42.0,1,7,5,9.0,0,0,1.0,0,1,1.0,57.0,0
1,260.0,11.0,0,4,6,43.0,1,1,9.0,0,1,32.0,105.0,1
1,163.0,160.0,1,5,3,99.0,1,0,1.0,0,1,1.0,1.0,1
1,49.0,14.0,1,12,3,4.0,0,0,1.0,0,1,1.0,35.0,0
0,32.0,145.0,1,10,3,3.0,1,0,1.0,0,1,32.0,1.0,1
0,122.0,193.0,1,5,6,67.0,1,1,2.0,0,1,38.0,12.0,1
1,245.0,2.0,1,1,3,2.0,0,1,2.0,0,0,159.0,1.0,1
